문장ID,원본용어번호,업무카테고리,관련카테고리,금융용어,용어성격,화자,발화유형,한국어 금융문장,생성구분,자연스러움,용어정확성,유사성,동일골격횟수,동일용어내최대유사도,최종판정,검수사유,자동수정안,재검수판정,재검수사유,최종사용문장
KO-FIN-00241,61,채권,,경개적 차감,일반개념,고객,질문,경개적 차감이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.4,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,경개적 차감이 무엇인지 설명해 주세요.
KO-FIN-00248,62,금융시장·거래,,경과이자,사람·역할,금융기관,안내,경과이자을 확인할 때 시장 상황과 거래 조건을 함께 살펴보세요.,용어기반,미흡,정확(문법 수정),매우 높음,236,0.393,수정 권장,조사 오류: '경과이자을' → '경과이자를'; 동일 문장구조가 236회 반복,경과이자를 확인할 때 시장 상황과 거래 조건을 함께 살펴보세요.,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,경과이자를 확인할 때 시장 상황과 거래 조건을 함께 살펴보세요.
KO-FIN-00251,63,경제·거시금융,,경기종합지수,지표·개념,고객,확인,최근 경기종합지수의 변화를 확인하고 싶습니다.,용어기반,양호,정확,낮음,8,0.483,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,최근 경기종합지수의 변화를 확인하고 싶습니다.
KO-FIN-00255,64,경제·거시금융,,경상수지,일반개념,고객,확인,최근 경상수지의 변화를 확인하고 싶습니다.,용어기반,양호,정확,낮음,8,0.444,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,최근 경상수지의 변화를 확인하고 싶습니다.
KO-FIN-00258,65,금융시장·거래,,경쟁매매,행위·절차,고객,확인,경쟁매매과 관련된 시장 정보를 확인하고 싶습니다.,용어기반,미흡,정확(문법 수정),매우 높음,236,0.355,수정 권장,조사 오류: '경쟁매매과' → '경쟁매매와'; 동일 문장구조가 236회 반복,경쟁매매와 관련된 시장 정보를 확인하고 싶습니다.,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,경쟁매매와 관련된 시장 정보를 확인하고 싶습니다.
KO-FIN-00263,66,경제·거시금융,,경제통합,일반개념,고객,확인,최근 경제통합의 변화를 확인하고 싶습니다.,용어기반,양호,정확,낮음,8,0.444,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,최근 경제통합의 변화를 확인하고 싶습니다.
KO-FIN-00264,66,경제·거시금융,,경제통합,일반개념,금융기관,안내,경제통합은 다른 경제지표와 함께 해석하는 것이 좋습니다.,용어기반,양호,정확,낮음,8,0.407,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,경제통합은 다른 경제지표와 함께 해석하는 것이 좋습니다.
KO-FIN-00267,67,경제·거시금융,,경제협력개발기구,기관·조직,고객,확인,최근 경제협력개발기구의 변화를 확인하고 싶습니다.,용어기반,양호,정확,낮음,8,0.516,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,최근 경제협력개발기구의 변화를 확인하고 싶습니다.
KO-FIN-00272,68,법률·계약,,계약,일반개념,금융기관,안내,계약의 적용 여부는 계약 내용과 관련 법령을 확인해야 합니다.,용어기반,양호,정확,낮음,1,0.467,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,계약의 적용 여부는 계약 내용과 관련 법령을 확인해야 합니다.
KO-FIN-00275,69,펀드·신탁,자산운용·투자 / 법률·계약,계약형투자신탁,상품·증권,고객,상담,계약형투자신탁에 가입하기 전에 어떤 점을 확인해야 하나요?,용어기반,양호,정확,높음,52,0.519,수정 권장,유사 문장구조 반복(52회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,계약형투자신탁에 가입하기 전에 어떤 점을 확인해야 하나요?
KO-FIN-00279,70,주식,,계절주,일반개념,고객,상담,계절주과 관련해 투자 전에 확인해야 할 사항이 있나요?,용어기반,미흡,정확(문법 수정),매우 높음,183,0.478,수정 권장,조사 오류: '계절주과' → '계절주와'; 동일 문장구조가 183회 반복,계절주와 관련해 투자 전에 확인해야 할 사항이 있나요?,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,계절주와 관련해 투자 전에 확인해야 할 사항이 있나요?
KO-FIN-00282,71,증권·예탁,,계좌대체,일반개념,고객,확인,계좌대체 처리 절차를 확인하고 싶습니다.,용어기반,보통,정확,매우 높음,241,0.64,수정 권장,동일 문장구조가 241회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,계좌대체 처리 절차를 확인하고 싶습니다.
KO-FIN-00285,72,증권·예탁,,계좌설정,일반개념,고객,질문,계좌설정이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.511,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,계좌설정이 무엇인지 설명해 주세요.
KO-FIN-00290,73,증권·예탁,,고객계좌부,일반개념,고객,확인,고객계좌부 처리 절차를 확인하고 싶습니다.,용어기반,보통,정확,매우 높음,241,0.654,수정 권장,동일 문장구조가 241회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,고객계좌부 처리 절차를 확인하고 싶습니다.
KO-FIN-00294,74,증권·예탁,,고객계좌자동이전서비스,일반개념,고객,확인,고객계좌자동이전서비스 처리 절차를 확인하고 싶습니다.,용어기반,보통,정확,매우 높음,241,0.719,수정 권장,동일 문장구조가 241회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,고객계좌자동이전서비스 처리 절차를 확인하고 싶습니다.
KO-FIN-00298,75,증권·예탁,,고객예탁금 이용료,일반개념,고객,확인,고객예탁금 이용료 처리 절차를 확인하고 싶습니다.,용어기반,보통,정확,매우 높음,241,0.7,수정 권장,동일 문장구조가 241회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,고객예탁금 이용료 처리 절차를 확인하고 싶습니다.
KO-FIN-00301,76,증권·예탁,,고객예탁분,일반개념,고객,질문,고객예탁분이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.531,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,고객예탁분이 무엇인지 설명해 주세요.
KO-FIN-00305,77,증권·예탁,,고객예탁증권,상품·증권,고객,질문,고객예탁증권이 무엇인지 설명해 주세요.,용어기반,보통,정확,매우 높음,705,0.549,유지(대표 1개만),동일 문장구조가 705회 반복,,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 금융용어 사용 적절; 반복 골격이지만 용어별 대표 1문장으로 제한,고객예탁증권이 무엇인지 설명해 주세요.
KO-FIN-00310,78,금융공학·분석,,고오든 모형,일반개념,고객,질문,고오든 모형은 금융상품을 분석할 때 어떻게 사용되나요?,용어기반,양호,정확,낮음,15,0.444,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,고오든 모형은 금융상품을 분석할 때 어떻게 사용되나요?
KO-FIN-00312,78,금융공학·분석,,고오든 모형,일반개념,금융기관,안내,고오든 모형의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.,용어기반,양호,정확,낮음,15,0.333,유지,실제 금융 문맥에서 자연스럽고 용어 사용도 적절함,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,고오든 모형의 결과는 사용한 가정과 시장 데이터에 따라 달라질 수 있습니다.
KO-FIN-00315,79,펀드·신탁,자산운용·투자,고정형 투자신탁,상품·증권,고객,상담,고정형 투자신탁에 가입하기 전에 어떤 점을 확인해야 하나요?,용어기반,양호,정확,높음,52,0.536,수정 권장,유사 문장구조 반복(52회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,고정형 투자신탁에 가입하기 전에 어떤 점을 확인해야 하나요?
KO-FIN-00317,80,해외송금·외환,,고정환율제도,법규·제도,고객,질문,고정환율제도에 대해 자세히 알려주세요.,용어기반,양호,정확,높음,21,0.578,수정 권장,유사 문장구조 반복(21회) 또는 동일 용어 내 유사도 높음,,최종 유지,실제 금융 문맥에서 자연스러움; 금융용어 사용 적절; 과도한 유사성 낮음,고정환율제도에 대해 자세히 알려주세요.
KO-FIN-00323,81,주식,,골든 크로스,일반개념,고객,상담,골든 크로스과 관련해 투자 전에 확인해야 할 사항이 있나요?,용어기반,미흡,정확(문법 수정),매우 높음,183,0.521,수정 권장,조사 오류: '골든 크로스과' → '골든 크로스와'; 동일 문장구조가 183회 반복,골든 크로스와 관련해 투자 전에 확인해야 할 사항이 있나요?,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,골든 크로스와 관련해 투자 전에 확인해야 할 사항이 있나요?
KO-FIN-00326,82,금융시장·거래,,공개/발성호가,일반개념,고객,확인,공개/발성호가과 관련된 시장 정보를 확인하고 싶습니다.,용어기반,미흡,정확(문법 수정),매우 높음,236,0.412,수정 권장,조사 오류: '공개/발성호가과' → '공개/발성호가와'; 동일 문장구조가 236회 반복,공개/발성호가와 관련된 시장 정보를 확인하고 싶습니다.,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,공개/발성호가와 관련된 시장 정보를 확인하고 싶습니다.
KO-FIN-00330,83,금융시장·거래,금융법규·감독,공개매수,일반개념,고객,확인,공개매수과 관련된 시장 정보를 확인하고 싶습니다.,용어기반,미흡,정확(문법 수정),매우 높음,236,0.355,수정 권장,조사 오류: '공개매수과' → '공개매수와'; 동일 문장구조가 236회 반복,공개매수와 관련된 시장 정보를 확인하고 싶습니다.,최종 유지,해당 용어 후보 중 상대적으로 가장 자연스러운 대표 문장; 조사/문법을 자동수정안으로 교정; 반복 골격이지만 용어별 대표 1문장으로 제한,공개매수와 관련된 시장 정보를 확인하고 싶습니다.
