ko_term,match_priority,lang,term_text,back_translation_ko
무액면주식,624,vie_Latn,Cổ phiếu không có mệnh giá,주식에는 가치가 없습니다.
무위험 이자율,328,vie_Latn,Lãi suất không rủi ro,리스크 없는 이자율
무의결권주,625,vie_Latn,Cổ phiếu không có quyền biểu quyết,주식에는 투표권이 없습니다.
무츄얼펀드,626,vie_Latn,Quỹ đầu tư chung,공동 투자 기금
물상대위,840,vie_Latn,Thay thế vật chất,물질적 대체
물적담보,841,vie_Latn,Tài sản thế chấp,모기지 자산
뮤추얼펀드 관리회사,146,vie_Latn,Công ty quản lý quỹ đầu tư,투자 펀드 관리 회사
뮤추얼펀드 인수회사,147,vie_Latn,Công ty mua lại quỹ đầu tư chung,주식회사 인수
미국형옵션,627,vie_Latn,Quyền chọn kiểu Mỹ,미국식 선택
미발행증권거래,329,vie_Latn,Giao dịch chứng khoán chưa phát hành,발행되지 않은 증권 거래
미청산계약,628,vie_Latn,Hợp đồng chưa thanh toán,계약금 상환
바벨형 만기구성전략,148,vie_Latn,Chiến lược cấu trúc danh mục đầu tư kiểu Babel,바벨형 포트폴리오 구조 전략
바스켓방식,629,vie_Latn,Phương pháp giỏ,바구니 방법
바흐만보고서,450,vie_Latn,Báo cáo Bachmann,바흐만 보고서
반대매매,842,vie_Latn,Giao dịch ngược chiều,거꾸로 거래
발기설립,843,vie_Latn,Thành lập,설립
발기인,1127,vie_Latn,Người sáng lập,창업자
발기인조합,630,vie_Latn,Hiệp hội các nhà sáng lập,창업자 협회
발행가액,844,vie_Latn,Giá phát hành,발행 가격
발행시장,845,vie_Latn,Thị trường phát hành,발행 시장
배당,1274,vie_Latn,Cổ tức,배당
배당가능이익,451,vie_Latn,Lợi nhuận có thể chia cổ tức,이윤은 배당할 수 있습니다.
배당금지급청구권,246,vie_Latn,Quyền yêu cầu chi trả cổ tức,배당금을 청구할 수 있는 권리
배당기산일,631,vie_Latn,Ngày tính cổ tức,배당 당일
배당락,1128,vie_Latn,Ngày chốt quyền nhận cổ tức,배당권 결제일
배당성향,846,vie_Latn,Tỷ lệ chi trả cổ tức,배당금 지급율
배당소득,847,vie_Latn,Thu nhập từ cổ tức,배당금 수입
배당소득세,632,vie_Latn,Thuế thu nhập từ cổ tức,이산 소득세
배당의 정보효과,247,vie_Latn,Hiệu ứng thông tin của cổ tức,배당금의 정보효과
배당정책,848,vie_Latn,Chính sách chia cổ tức,배당 정책
배당평가모형,452,vie_Latn,Mô hình đánh giá cổ tức,이윤 평가 모델
배서,1275,vie_Latn,Chữ ký,서명
백워데이션,633,vie_Latn,Đảo ngược,뒤집은 섬
벌처펀드,849,vie_Latn,Quỹ đầu tư mạo hiểm,벤처펀드
법정과실,850,vie_Latn,Sai sót theo quy định của pháp luật,법에 의한 오류
법정관리,851,vie_Latn,Quản lý theo pháp luật,법적인 관리
법정담보물권,453,vie_Latn,Quyền thế chấp theo pháp luật,법적인 보증금
법정대위,852,vie_Latn,Đại diện theo pháp luật,법적 대리인
법정청산,853,vie_Latn,Thanh lý theo pháp luật,법적인 순결성
베이시스,854,vie_Latn,Basis,베이스
베타계수,855,vie_Latn,Hệ số beta,베타 계수
베타위험,856,vie_Latn,Rủi ro phiên bản beta,베타 버전의 위험
병행증자,857,vie_Latn,Phát hành cổ phiếu tăng vốn song song,자금 증대 주식 발행
보관기관,858,vie_Latn,Cơ quan lưu trữ,기록물 기관
보관원장,859,vie_Latn,Sổ đăng ký lưu trữ,아카이브 레지스터
보관위험,860,vie_Latn,Rủi ro bảo quản,보존의 위험
보유기간수익률,330,vie_Latn,Lợi suất trong kỳ nắm giữ,보유 기간 동안의 수익률
보유비용,861,vie_Latn,Chi phí nắm giữ,보유비용
보증사채,862,vie_Latn,Trái phiếu có bảo đảm,유가증권은 보장됩니다
보통거래,863,vie_Latn,Giao dịch thông thường,일반적인 거래
보통결의,864,vie_Latn,Nghị quyết thông thường,보통의 결의
보통주,1129,vie_Latn,Cổ phiếu phổ thông,주식
보호예수,865,vie_Latn,Thời gian khóa cổ phiếu,주식 폐쇄 시간
보호예수증서,454,vie_Latn,Giấy chứng nhận cổ phiếu bị hạn chế chuyển nhượng,유통 제한된 주식증권
복리채,1130,vie_Latn,Trái phiếu lãi kép,이중 이자 채권
복수통화대출,455,vie_Latn,Khoản vay đa tiền tệ,다화폐 대출
복수통화표시채,331,vie_Latn,Trái phiếu hiển thị nhiều loại tiền tệ,다양한 통화를 표시하는 채권
본질가치,866,vie_Latn,Giá trị cốt lõi,핵심 가치
부당권유행위의 금지,149,vie_Latn,Cấm các hành vi chào mời không công bằng,불공정한 초대 행위는 금지됩니다.
부도방지협약,456,vie_Latn,Thỏa thuận phòng ngừa vỡ nợ,파산 방지 협정
부도처리유예,457,vie_Latn,Hoãn xử lý phá sản,파산 취소
부동담보제도,458,vie_Latn,Chế độ thế chấp bất động sản,부동산 담보제도
부동산 투자신탁,248,vie_Latn,Quỹ đầu tư bất động sản,부동산 투자펀드
부동주,1131,vie_Latn,Budoongju,Budoongju
부동화,1132,vie_Latn,Khóa chặt,꽉 막아
부보관기관,634,vie_Latn,Cơ quan lưu trữ phụ,부고 기관
부실채권 정리기금,189,vie_Latn,Quỹ xử lý nợ xấu,나쁜 채무 처리 기금
부실채권,867,vie_Latn,Nợ xấu,나쁜 빚
부실채권정리기금채권,150,vie_Latn,Trái phiếu Quỹ xử lý nợ xấu,부실 채권 재단
부전환대리인,459,vie_Latn,Đại lý không chuyển đổi,에이전트는 전환되지 않습니다.
분리결제,868,vie_Latn,Thanh toán riêng biệt,별도의 지불
분리과세,869,vie_Latn,Đánh thuế riêng biệt,별도의 세금
분리형증권,635,vie_Latn,Chứng khoán tách rời,분리된 증권
분매기관,870,vie_Latn,Cơ quan phân phối,배급 기관
분배락조치,636,vie_Latn,Các biện pháp phân phối lại,재분배 조치
분산투자,871,vie_Latn,Đầu tư phân tán,분산된 투자
분할납입채,637,vie_Latn,Nợ trả góp,빚을 갚고
불독채,1133,vie_Latn,Cây Bulldog,불독나무
불릿채,1134,vie_Latn,Cây bông lau,나무
브래디채권,638,vie_Latn,Trái phiếu Brady,브레이디 채권
브로커,1135,vie_Latn,Môi giới,환경
브로커스 론,460,vie_Latn,Khoản vay qua môi giới,중개자 대출
브릿지,1136,vie_Latn,Cầu,다리
브릿지론,872,vie_Latn,Khoản vay cầu nối,연결금 대출
블루 리스트,461,vie_Latn,Danh sách Xanh,녹색 목록
비가격경쟁,639,vie_Latn,Cạnh tranh phi giá cả,치열한 경쟁
비거주자,873,vie_Latn,Người không cư trú,거주자가 아닌 사람
비과세소득,640,vie_Latn,Thu nhập miễn thuế,세금 없는 수입
비상장증권,641,vie_Latn,Chứng khoán chưa niêm yết,상장되지 않은 증권
비전형계약,642,vie_Latn,Hợp đồng phi tiêu chuẩn,비표준 계약
비체계적 위험,332,vie_Latn,Rủi ro phi hệ thống,비시스템적 위험
비통화금융기관,333,vie_Latn,Tổ chức tài chính phi tiền tệ,비통화 금융 기관
비회원증권회사,334,vie_Latn,Công ty chứng khoán không phải là thành viên,주식회사는 회원사가 아닙니다.
빅뱅,1276,vie_Latn,Big Bang,빅뱅
빅보오드,874,vie_Latn,Big Board,빅 보드
빗더마켓 전략,335,vie_Latn,Chiến lược Bitder Market,비터 시장 전략
사고신고,875,vie_Latn,Báo cáo tai nạn,사고 보고
사고증권 가신고제도,151,vie_Latn,Hệ thống đăng ký sơ bộ chứng khoán bị mất,예비 증권 등록 시스템은 사라졌습니다.
사고증권,876,vie_Latn,Chứng khoán bị sự cố,증권사고
사내유보,877,vie_Latn,Lợi nhuận giữ lại trong công ty,이윤은 회사에서 유지됩니다.
사다리형 만기구성전략,111,vie_Latn,Chiến lược xây dựng danh mục đầu tư theo mô hình thang,계단형 포트폴리오 구축 전략
사모,1277,vie_Latn,Quỹ đầu tư tư nhân,개인 투자 기금
사모펀드,878,vie_Latn,Quỹ đầu tư tư nhân,개인 투자 기금
사무라이본드,462,vie_Latn,Samurai Bond,사무라이 본드
사설증권시장,463,vie_Latn,Thị trường chứng khoán tư nhân,개인 증권 시장
사업보고서,643,vie_Latn,Báo cáo hoạt động kinh doanh,사업 활동 보고서
사업설명서,644,vie_Latn,Tài liệu giới thiệu dự án,프로젝트 소개 문서
사이또리회원,464,vie_Latn,Thành viên Saitori,사이토리 멤버
사이버 주주총회,249,vie_Latn,Đại hội cổ đông trực tuyến,온라인 주주총회
사전매매대조과정,250,vie_Latn,Quy trình đối chiếu giao dịch trước,트랜잭션 사전 비교 과정
사채권,1137,vie_Latn,Trái phiếu tư nhân,개인 채권
사채발행,879,vie_Latn,Phát hành trái phiếu tư nhân,개인 채권 발행
사채원부,880,vie_Latn,Sổ đăng ký trái phiếu tư nhân,개인 채권 등록기록
산업금융채권,465,vie_Latn,Trái phiếu tài chính công nghiệp,산업 금융 채권
상계적 차감,466,vie_Latn,Khấu trừ theo phương pháp bù trừ,오프셋 방식의 감면
상대매매,881,vie_Latn,Giao dịch đối ứng,대조 거래
상대매매,882,vie_Latn,Giao dịch đối ứng,대조 거래
상쇄거래,883,vie_Latn,Giao dịch bù trừ,적립 거래
상임대리인,645,vie_Latn,Đại diện thường trực,상임대표
상장,1278,vie_Latn,Niêm yết,등록
상장심사기준,467,vie_Latn,Tiêu chuẩn thẩm định niêm yết,등록된 평가 기준
상장회사협의회,336,vie_Latn,Hội đồng các công ty niêm yết,상장 회사 협의회
상품유가증권,468,vie_Latn,Chứng khoán hàng hóa,상품 증권
상호결제제도,469,vie_Latn,Hệ thống thanh toán lẫn nhau,상호 결제 시스템
상호다중연계,470,vie_Latn,Liên kết đa chiều lẫn nhau,서로 다차원적인 연결
상호단일연계,471,vie_Latn,Liên kết đơn nhất giữa các bên,당사자 사이의 유일한 연결고리
상호동시거래,472,vie_Latn,Giao dịch song phương đồng thời,동시에 양자 거래
상호동시거래,473,vie_Latn,Giao dịch song phương đồng thời,동시에 양자 거래
상호연계,884,vie_Latn,Sự liên kết lẫn nhau,상호 연관성
상호주,1138,vie_Latn,Úc,호주
상환,1279,vie_Latn,Hoàn trả,환불
상환주,1139,vie_Latn,Cổ phiếu có quyền mua lại,주식권
서면투표제,646,vie_Latn,Hệ thống bỏ phiếu bằng văn bản,문자 투표 시스템
선도거래,885,vie_Latn,Giao dịch dẫn đầu,주요 거래
선도계약,886,vie_Latn,Hợp đồng tiên phong,선구자 계약
선물거래,887,vie_Latn,Giao dịch hợp đồng tương lai,선물 거래
선물거래위원회,337,vie_Latn,Ủy ban Giao dịch Hợp đồng Tương lai,미래거래위원회
선물계약,888,vie_Latn,Hợp đồng kỳ hạn,기간 계약
선물시장,889,vie_Latn,Thị trường hợp đồng tương lai,선물 시장
선물중개상,647,vie_Latn,Nhà môi giới hợp đồng tương lai,미래에셋대우
선물환,1140,vie_Latn,Hợp đồng kỳ hạn ngoại hối,외환 선물 계약
선물환마진,648,vie_Latn,Khoản ký quỹ giao dịch ngoại hối kỳ hạn,전속 외환거래 기증기금
선의취득,890,vie_Latn,Sở hữu thiện chí,선의의 소유자
성장주,1141,vie_Latn,Cổ phiếu tăng trưởng,성장 주식
소비대차,891,vie_Latn,Cho vay tiêu dùng,소비자 대출
소비임치,892,vie_Latn,Gửi tiền tiêu dùng,소비자 돈을 보내세요
소수주주권,649,vie_Latn,Quyền của cổ đông thiểu số,소수 주주들의 권리
소액주주,893,vie_Latn,Cổ đông nhỏ lẻ,소액 주주
송금이체,894,vie_Latn,Chuyển khoản,송금
수권자본제도,474,vie_Latn,Chế độ vốn ủy quyền,권한 있는 자본 체제
수도부족분<결제부족분>,76,vie_Latn,Số tiền thiếu trong quỹ thủ đô <Số tiền thiếu trong quỹ thanh toán>,자본금의 적재자금
수량우선의 원칙,251,vie_Latn,Nguyên tắc ưu tiên số lượng,우선 순위 원칙
수요예측방식,475,vie_Latn,Phương pháp dự báo nhu cầu,수요를 예측하는 방법
수의상환<임의상환>,152,vie_Latn,Hoàn trả theo thỏa thuận <Hoàn trả tự nguyện>,계약에 따라 반환합니다.
수의상환사채,476,vie_Latn,Trái phiếu có thể chuyển đổi thành cổ phiếu,채권은 주식으로 전환될 수 있습니다.
수익률,1142,vie_Latn,Tỷ suất sinh lời,수익률
수익률곡선,650,vie_Latn,Đường cong lợi suất,수익률 곡선
수익률곡선타기전략,190,vie_Latn,Chiến lược đầu tư theo đường cong lợi suất,수익곡선을 따라 투자 전략
수익률스프레드,338,vie_Latn,Chênh lệch lợi suất,수익률 격차
수익자,1143,vie_Latn,Người thụ hưởng,누리꾼
수익증권,895,vie_Latn,Chứng khoán sinh lời,유가증권
수정주가평균,477,vie_Latn,Giá trung bình điều chỉnh,조정된 평균 가격
수탁계약준칙,478,vie_Latn,Quy tắc về hợp đồng ủy thác,위탁 계약에 관한 규칙
수탁자,1144,vie_Latn,Người được ủy thác,위탁받은 사람
수탁회사,896,vie_Latn,Công ty quản lý quỹ,펀드 관리 회사
순수무액면주식,339,vie_Latn,Cổ phiếu không có mệnh giá,주식에는 가치가 없습니다.
순운전자본,651,vie_Latn,Vốn lưu động,이동 자본
순자산가치,652,vie_Latn,Giá trị tài sản ròng,자산 가치
순차변·순대변잔고포지션,77,vie_Latn,Vị thế số dư bên mua và bên bán,구매자 및 판매자 모두
스왑거래,897,vie_Latn,Giao dịch hoán đổi,교환 거래
스왑션,1145,vie_Latn,Swap,교환
스위스옵션 금융선물거래소,60,vie_Latn,Sàn giao dịch quyền chọn và hợp đồng tương lai Thụy Sĩ,스위스 옵션 및 선물 거래소
스칼퍼,1146,vie_Latn,Nhà giao dịch lướt sóng,오징어 거래자
스톡옵션,898,vie_Latn,Quyền chọn cổ phiếu,주식 옵션
스트래들,899,vie_Latn,Straddle,스트래들
스트랩,1147,vie_Latn,Dây đeo,벨트
스트립,1148,vie_Latn,Dải,띠
스페셜리스트,479,vie_Latn,Chuyên gia,전문가
스폿펀드,900,vie_Latn,Quỹ đầu tư ngắn hạn,단기 투자 자금
스프레드,901,vie_Latn,Chênh lệch,격차
스프레드거래,480,vie_Latn,Giao dịch chênh lệch giá,가격 차이 거래
스프레드운용,481,vie_Latn,Quản lý chênh lệch giá,가격 차이 관리
스프리트,902,vie_Latn,Spirit,정신
시가발행제도,482,vie_Latn,Chế độ phát hành trái phiếu thành phố,도시 채권 발행 체제
시가총액,903,vie_Latn,Tổng giá trị vốn hóa thị trường,전체 시가총액
시가총액식 주가지수,153,vie_Latn,Chỉ số chứng khoán theo vốn hóa thị trường,시가총액에 따른 증권 지수
시간외 종가매매,252,vie_Latn,Giao dịch theo giá đóng cửa ngoài giờ,마감 시점에 거래
시간우선의 원칙,253,vie_Latn,Nguyên tắc ưu tiên thời gian,시간 우선의 원칙
시스템위험,653,vie_Latn,Rủi ro hệ thống,시스템적 위험
시장분할이론,483,vie_Latn,Lý thuyết phân khúc thị trường,시장 세분화 이론
시장위험,904,vie_Latn,Rủi ro thị trường,시장 위험
시장주문,905,vie_Latn,Lệnh thị trường,시장 명령
시장타이밍수입,340,vie_Latn,Thu nhập từ việc nắm bắt thời điểm thị trường,시장 시기를 잡는 수익
시장포트폴리오,341,vie_Latn,Danh mục đầu tư thị trường,시장 투자 목록
시차유동성위험,342,vie_Latn,Rủi ro thanh khoản do chênh lệch múi giờ,시간대 차이로 인한 유동성 위험
신규상장,906,vie_Latn,Niêm yết mới,새 목록
신디케이트,654,vie_Latn,Syndicate,신디케이트
신용거래,907,vie_Latn,Giao dịch tín dụng,신용 거래
신용위험,908,vie_Latn,Rủi ro tín dụng,신용 위험
신용평가기관,484,vie_Latn,Tổ chức xếp hạng tín dụng,신용등급 조직
