ko_term,lang,term_text,back_translation_ko,similarity,len_ratio,is_short,is_dup,suspicion_score,reasons
결제후 업무처리,mya_Mymr,ငွေပေးချေပြီးတဲ့နောက်မှာ စီမံခန့်ခွဲမှု,"지불이 완료되면,",0.118,1.12,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.12)
결제후 업무처리,tgl_Latn,Pagpapatupad ng mga gawain pagkatapos ng pagbabayad,지불 후 작업을 수행합니다,0.273,1.75,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.27)
결제후 업무처리,tgl_Latn,Pagpapatupad ng mga gawain pagkatapos ng pagbabayad,지불 후 작업을 수행합니다,0.273,1.75,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.27)
대권,ind_Latn,Perebutan kursi kepresidenan,대통령 직권 경쟁,0.364,4.5,True,False,60,is_short(2글자 이하); 역번역 유사도 다소낮음(0.36); 길이비 이상(4.50)
상대매매,vie_Latn,Giao dịch đối ứng,대조 거래,0.222,1.25,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.22)
상대매매,vie_Latn,Giao dịch đối ứng,대조 거래,0.222,1.25,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.22)
상대매매,tha_Thai,การซื้อขายที่ตรงกัน,맞춤식 거래,0.0,1.5,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.00)
상대매매,tha_Thai,การซื้อขายที่ตรงกัน,맞춤식 거래,0.0,1.5,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.00)
상대매매,mya_Mymr,အပြန်အလှန် ရောင်းဝယ်ခြင်း,서로 거래하는 것.,0.0,2.5,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.00)
상대매매,mya_Mymr,အပြန်အလှန် ရောင်းဝယ်ခြင်း,서로 거래하는 것.,0.0,2.5,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.00)
상대매매,tgl_Latn,Pagpapalitan,교환,0.0,0.5,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.00)
상대매매,tgl_Latn,Pagpapalitan,교환,0.0,0.5,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.00)
상호동시거래,tgl_Latn,Pagpaparehistro sa parehong oras,동시에 등록하세요,0.267,1.5,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.27)
상호동시거래,tgl_Latn,Pagpaparehistro sa parehong oras,동시에 등록하세요,0.267,1.5,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.27)
의결권대리행사 권유,vie_Latn,Kêu gọi ủy quyền biểu quyết,투표권 요청,0.25,0.6,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.25)
의결권대리행사 권유,vie_Latn,Kêu gọi ủy quyền biểu quyết,투표권 요청,0.25,0.6,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.25)
의결권대리행사 권유,ind_Latn,Ajakan untuk Menyerahkan Hak Suara,투표권을 포기하라,0.211,0.9,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.21)
의결권대리행사 권유,ind_Latn,Ajakan untuk Menyerahkan Hak Suara,투표권을 포기하라,0.211,0.9,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.21)
의결권대리행사 권유,tha_Thai,การเชิญชวนให้มอบสิทธิ์ลงคะแนนผ่านผู้แทน,대리인을 통해 투표권을 부여하는 초대,0.267,2.0,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.27)
의결권대리행사 권유,tha_Thai,การเชิญชวนให้มอบสิทธิ์ลงคะแนนผ่านผู้แทน,대리인을 통해 투표권을 부여하는 초대,0.267,2.0,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.27)
의결권대리행사 권유,mya_Mymr,ဆုံးဖြတ်ချက်ချတဲ့ ကိုယ်စားလှယ်တွေကို တိုက်တွန်းတယ်။,우리는 의사결정 기관에 힘을 실어줍니다.,0.188,2.2,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.19)
의결권대리행사 권유,mya_Mymr,ဆုံးဖြတ်ချက်ချတဲ့ ကိုယ်စားလှယ်တွေကို တိုက်တွန်းတယ်။,우리는 의사결정 기관에 힘을 실어줍니다.,0.188,2.2,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.19)
의결권대리행사 권유,tgl_Latn,Pinapayagan ang mga tagapagtanggol ng karapatan sa pagpapasya,인권 옹호자들은 스스로 결정할 수 있게 되었습니다,0.108,2.7,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.11)
의결권대리행사 권유,tgl_Latn,Pinapayagan ang mga tagapagtanggol ng karapatan sa pagpapasya,인권 옹호자들은 스스로 결정할 수 있게 되었습니다,0.108,2.7,False,True,60,is_dup(다의어); 역번역 유사도 낮음(0.11)
Affirmation,vie_Latn,Lời khẳng định,공약,0.0,0.18,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.18)
Affirmation,ind_Latn,Penegasan,확인,0.0,0.18,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.18)
Affirmation,tha_Thai,คำยืนยัน,확인,0.0,0.18,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.18)
CHIPS,vie_Latn,CHIPS,칩,0.0,0.2,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.20)
CHIPS,ind_Latn,CHIPS,칩,0.0,0.2,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.20)
CHIPS,tha_Thai,CHIPS,칩,0.0,0.2,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.20)
FORM 3,vie_Latn,MẪU 3,3번,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
FORM 4,vie_Latn,MẪU 4,4번,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
FUND/NETWORKING,vie_Latn,QUỸ/MẠNG LƯỚI,국가/국가,0.1,0.33,False,False,50,역번역 유사도 낮음(0.10); 길이비 이상(0.33)
IMF 8조국,tha_Thai,แผนช่วยเหลือทางการเงินของ IMF มูลค่า 8 ล้านล้านวอน,8조 원에 달하는 IMF 재정 지원 계획입니다.,0.242,3.71,False,False,50,역번역 유사도 낮음(0.24); 길이비 이상(3.71)
INSTINET,vie_Latn,INSTINET,본능,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
INSTINET,ind_Latn,INSTINET,본능,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
INSTINET,tha_Thai,INSTINET,본능,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
Jobber,vie_Latn,Jobber,조버,0.0,0.33,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.33)
Jobber,ind_Latn,Jobber,조버,0.0,0.33,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.33)
M&A,mya_Mymr,M&A တွေ,합병 &amp; 인수,0.143,3.67,False,False,50,역번역 유사도 낮음(0.14); 길이비 이상(3.67)
REGULATION A,vie_Latn,QUY ĐỊNH A,질문 A,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
REGULATION A,ind_Latn,PERATURAN A,규칙 A,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
REGULATION A,tha_Thai,กฎระเบียบ A,규칙 A,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
REGULATION D,vie_Latn,QUY ĐỊNH D,D조,0.143,0.17,False,False,50,역번역 유사도 낮음(0.14); 길이비 이상(0.17)
REGULATION D,ind_Latn,PERATURAN D,규칙 D,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
REGULATION D,tha_Thai,กฎระเบียบ D,규칙 D,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
REGULATION G,vie_Latn,QUY ĐỊNH G,G조,0.143,0.17,False,False,50,역번역 유사도 낮음(0.14); 길이비 이상(0.17)
REGULATION G,ind_Latn,PERATURAN G,규칙 G,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
REGULATION G,tha_Thai,กฎระเบียบ G,G 규칙,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
REGULATION Q,vie_Latn,QUY ĐỊNH Q,질문 Q,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
REGULATION Q,ind_Latn,PERATURAN Q,Q 규칙,0.125,0.33,False,False,50,역번역 유사도 낮음(0.12); 길이비 이상(0.33)
REGULATION Q,tha_Thai,กฎระเบียบ Q,Q 규칙,0.125,0.33,False,False,50,역번역 유사도 낮음(0.12); 길이비 이상(0.33)
REGULATION Q,mya_Mymr,စည်းမျဉ်း Q,Q 법칙,0.125,0.33,False,False,50,역번역 유사도 낮음(0.12); 길이비 이상(0.33)
REGULATION T,vie_Latn,QUY ĐỊNH T,이봐요,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
REGULATION T,ind_Latn,PERATURAN T,규칙 T,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
REGULATION T,mya_Mymr,စည်းမျဉ်းစည်းကမ်း,규칙.,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
REGULATION U,ind_Latn,PERATURAN U,규칙 U,0.25,0.33,False,False,50,역번역 유사도 낮음(0.25); 길이비 이상(0.33)
REGULATION U,mya_Mymr,စည်းမျဉ်းစည်းကမ်း,규칙.,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
SIS SegaIntersettle,mya_Mymr,SIS ကို SegaIntersettle,세가인터셋,0.0,0.26,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.26)
TALISMAN,ind_Latn,TALISMAN,신장,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
TARGET,ind_Latn,TARGET,타겟,0.0,0.33,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.33)
TARGET,tha_Thai,เป้าหมาย,목표,0.0,0.33,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.33)
TAURUS,vie_Latn,TAURUS,황소,0.0,0.33,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.33)
TAURUS,ind_Latn,TAURUS,황소,0.0,0.33,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.33)
TAURUS,mya_Mymr,TAURUS,황소,0.0,0.33,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.33)
TELEKURS,ind_Latn,TELEKURS,전신,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
X,mya_Mymr,X ကို,x가 됩니다.,0.0,7.0,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(7.00)
back office,tha_Thai,ฝ่ายสนับสนุน,지원부,0.0,0.27,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.27)
backwardation,ind_Latn,backwardation,배후화,0.0,0.23,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.23)
bancassurance,vie_Latn,bancassurance,은행보험,0.0,0.31,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.31)
bancassurance,ind_Latn,bancassurance,은행보험,0.0,0.31,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.31)
black monday,mya_Mymr,တနင်္လာနေ့,월요일,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
blanket fidelity bond,vie_Latn,trái phiếu bảo lãnh toàn diện,전면보증채권,0.0,0.29,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.29)
book entry only,vie_Latn,chỉ ghi sổ,책만 써,0.105,0.27,False,False,50,역번역 유사도 낮음(0.11); 길이비 이상(0.27)
buy/sell-back,ind_Latn,beli/jual kembali,재구매,0.0,0.23,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.23)
checking,vie_Latn,kiểm tra,확인,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
checking,ind_Latn,pemeriksaan,검사,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
commodity financing,vie_Latn,tài trợ hàng hóa,물품 자금,0.083,0.26,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.26)
commodity financing,ind_Latn,pembiayaan komoditas,상품 금융,0.083,0.26,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.26)
commodity financing,mya_Mymr,ကုန်ကြမ်း ငွေကြေးထောက်ပံ့မှု,"자재, 자금",0.08,0.32,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.32)
concentration limit,vie_Latn,giới hạn nồng độ,농도 제한,0.083,0.26,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.26)
concentration limit,ind_Latn,batas konsentrasi,농도 제한,0.083,0.26,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.26)
concentration limit,mya_Mymr,အာရုံစိုက်မှု ကန့်သတ်ချက်,주의력 제한,0.08,0.32,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.32)
confirmation,vie_Latn,xác nhận,확인,0.0,0.17,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.17)
confirmation,ind_Latn,konfirmasi,확인,0.0,0.17,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.17)
confirmation,tha_Thai,การยืนยัน,확인,0.0,0.17,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.17)
coupon rate,vie_Latn,tỷ suất chiết khấu,할인율,0.0,0.27,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.27)
crossing network,vie_Latn,mạng lưới giao thông,교통망,0.0,0.19,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.19)
crossing network,tha_Thai,เครือข่ายการเชื่อมต่อ,연결망,0.0,0.19,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.19)
crossing network,mya_Mymr,ဖြတ်သန်းရေးကွန်ယက်,횡단망,0.0,0.19,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.19)
delivery notice,vie_Latn,thông báo giao hàng,배송신고,0.0,0.27,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.27)
delivery notice,ind_Latn,pemberitahuan pengiriman,배송 통지,0.1,0.33,False,False,50,역번역 유사도 낮음(0.10); 길이비 이상(0.33)
delivery notice,tha_Thai,แจ้งการส่งสินค้า,배송신청,0.0,0.27,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.27)
finality of payment,ind_Latn,kepastian pembayaran,결제 보증,0.083,0.26,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.26)
finality of payment,tha_Thai,การชำระเงินที่เสร็จสิ้น,결제 완료,0.083,0.26,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.26)
finality of payment,mya_Mymr,ငွေပေးချေမှု အဆုံးသတ်မှု,결제 완료,0.083,0.26,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.26)
five hundred dollar rule,vie_Latn,quy tắc 500 đô la,500달러 규칙,0.062,0.33,False,False,50,역번역 유사도 낮음(0.06); 길이비 이상(0.33)
five hundred dollar rule,ind_Latn,aturan lima ratus dolar,500달러 규칙,0.062,0.33,False,False,50,역번역 유사도 낮음(0.06); 길이비 이상(0.33)
five hundred dollar rule,tha_Thai,กฎ 500 ดอลลาร์,500달러 규칙,0.062,0.33,False,False,50,역번역 유사도 낮음(0.06); 길이비 이상(0.33)
flipping,tha_Thai,พลิก,플릭,0.0,0.25,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.25)
greenmail,tha_Thai,กรีนเมล,그린멜,0.0,0.33,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.33)
grey market,ind_Latn,pasar gelap,암시장,0.0,0.27,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.27)
grey market,tha_Thai,ตลาดมืด,암시장,0.0,0.27,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.27)
gun jumping,ind_Latn,gun jumping,총뛰기,0.0,0.27,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.27)
indenture,vie_Latn,hợp đồng,계약,0.0,0.22,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.22)
indenture,ind_Latn,perjanjian,협약,0.0,0.22,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.22)
indenture,mya_Mymr,လက်မှတ်ထိုးခြင်း,서명,0.0,0.22,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.22)
independent broker,vie_Latn,nhà môi giới độc lập,독립중개사,0.0,0.28,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.28)
independent broker,ind_Latn,broker independen,독립 브로커,0.083,0.33,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.33)
independent broker,tha_Thai,ผู้กลางอิสระ,자유 중개인,0.083,0.33,False,False,50,역번역 유사도 낮음(0.08); 길이비 이상(0.33)
infrastructure,vie_Latn,cơ sở hạ tầng,인프라,0.0,0.21,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.21)
infrastructure,ind_Latn,infrastruktur,인프라,0.0,0.21,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.21)
infrastructure,tha_Thai,โครงสร้างพื้นฐาน,기반시설,0.0,0.29,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.29)
infrastructure,mya_Mymr,အခြေခံအဆောက်အအုံ,인프라,0.0,0.21,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.21)
interlinker,ind_Latn,penghubung,연결,0.0,0.18,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.18)
interlinker,tha_Thai,ตัวเชื่อมโยง,연계자,0.0,0.27,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.27)
investment bank,vie_Latn,ngân hàng đầu tư,투자 은행,0.1,0.33,False,False,50,역번역 유사도 낮음(0.10); 길이비 이상(0.33)
investment bank,ind_Latn,bank investasi,투자 은행,0.1,0.33,False,False,50,역번역 유사도 낮음(0.10); 길이비 이상(0.33)
investment bank,tha_Thai,ธนาคารการลงทุน,투자 은행,0.1,0.33,False,False,50,역번역 유사도 낮음(0.10); 길이비 이상(0.33)
investment bank,mya_Mymr,ရင်းနှီးမြှုပ်နှံမှု ဘဏ်,투자은행,0.0,0.27,False,False,50,역번역 유사도 낮음(0.00); 길이비 이상(0.27)
investment banking,vie_Latn,ngân hàng đầu tư,투자 은행,0.087,0.28,False,False,50,역번역 유사도 낮음(0.09); 길이비 이상(0.28)
investment banking,ind_Latn,perbankan investasi,투자 은행,0.087,0.28,False,False,50,역번역 유사도 낮음(0.09); 길이비 이상(0.28)
